sample_path,grade_p_0,grade_p_1,grade_p_2,grade_p_3,grade_p_4,sample_label
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_118_1837_2231_75.jpg,3.156857e-08,6.4447523e-09,2.8591884e-08,9.141375e-07,0.99999905,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_119_1846_1925_92.jpg,2.321279e-13,4.4455956e-13,4.153565e-12,1.3227859e-10,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_11_297_502_103.jpg,1.0562665e-12,1.7442215e-12,1.1918614e-11,5.7227545e-10,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_120_1861_1770_84.jpg,1.3135322e-07,2.3273078e-08,1.2238188e-07,2.4148947e-06,0.99999726,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_121_1915_290_95.jpg,5.2332713e-12,5.5170007e-11,1.1657769e-10,1.4600526e-09,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_122_1904_2800_87.jpg,1.0532166e-08,1.0422952e-08,6.5107116e-08,2.0004275e-06,0.99999785,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_123_1970_1257_207.jpg,9.201058e-11,6.2425287e-10,9.50736e-10,4.3774605e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_124_1905_392_88.jpg,4.4052204e-08,6.437858e-09,4.999217e-09,5.087923e-06,0.9999949,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_125_1948_1597_123.jpg,1.4372399e-09,6.1795262e-09,5.286516e-09,9.2088464e-07,0.99999905,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_126_1937_1902_102.jpg,3.537577e-13,2.138433e-10,3.8144093e-10,4.7034003e-09,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_127_1935_2677_81.jpg,2.2857174e-09,1.1899114e-08,5.5667183e-08,2.514642e-05,0.9999747,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_128_1956_3484_96.jpg,1.4561838e-09,9.1251934e-10,3.3561598e-09,1.2596671e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_129_1931_2904_52.jpg,4.3508392e-09,1.4504583e-08,2.2548743e-06,1.3497871e-06,0.9999964,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_12_296_914_94.jpg,1.0811243e-10,1.2536676e-09,4.506425e-08,1.2753839e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_130_1978_3025_95.jpg,3.214125e-10,8.8721985e-10,3.111291e-08,2.8849573e-07,0.99999964,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_131_2151_2047_223.jpg,5.970105e-09,7.665474e-09,2.9424737e-07,4.8379576e-07,0.99999917,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_132_2031_3889_110.jpg,1.1729167e-09,1.0579798e-09,1.1144361e-08,9.065353e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_133_2022_1877_83.jpg,2.8502012e-12,1.2380244e-10,8.253224e-10,5.590328e-09,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_134_2037_592_100.jpg,6.4703267e-13,1.0648511e-09,1.5211508e-09,2.0099854e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_135_2065_2413_73.jpg,1.9520303e-09,6.7706862e-09,3.8639424e-08,9.509926e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_136_2056_1772_47.jpg,1.4420526e-08,1.5021195e-08,4.7019935e-08,1.9051786e-06,0.999998,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_137_2091_3267_74.jpg,4.8472604e-10,3.8313036e-10,2.4853108e-09,4.726677e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_138_2142_2992_76.jpg,2.0246207e-09,3.1427874e-09,1.5185973e-08,2.4154153e-07,0.99999976,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_139_2180_1737_89.jpg,8.278587e-11,1.5663957e-09,7.633294e-09,7.3043196e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_13_305_83_81.jpg,3.8549817e-13,7.7053e-11,1.0625741e-10,3.5753542e-09,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_140_2162_429_82.jpg,4.311534e-09,1.9645514e-09,4.717681e-08,1.5389569e-06,0.99999845,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_141_2174_1042_83.jpg,2.2035217e-10,1.35114845e-11,3.5853005e-11,2.0028292e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_142_2155_1792_59.jpg,2.5715686e-08,9.449385e-08,1.6636324e-08,2.5951683e-06,0.99999726,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_143_2228_269_89.jpg,1.9941687e-10,9.234236e-09,9.6094745e-08,7.4062166e-07,0.99999917,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_144_2224_2364_88.jpg,2.3606688e-09,1.0924011e-09,1.0358004e-09,5.599978e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_145_2317_3664_143.jpg,2.2179725e-09,1.3962003e-09,7.0363444e-09,6.034859e-06,0.9999939,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_146_2243_397_91.jpg,6.393561e-07,6.260944e-08,3.6942286e-08,5.2119785e-06,0.99999404,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_147_2290_3336_68.jpg,2.0353917e-10,1.1808828e-10,9.2402335e-09,2.5957025e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_148_2268_1475_63.jpg,4.768668e-11,8.530799e-10,2.2154025e-09,1.0326176e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_149_2307_3464_85.jpg,4.030272e-09,1.7640198e-09,1.0030997e-08,4.979371e-07,0.9999995,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_14_307_185_80.jpg,5.6048373e-13,2.6016875e-10,3.6959966e-09,4.794888e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_150_2320_1717_69.jpg,1.104685e-09,6.688471e-09,3.2418512e-08,6.2042284e-07,0.9999993,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_151_2331_3827_68.jpg,8.931284e-08,6.1994037e-09,5.2977737e-07,7.853779e-07,0.99999857,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_152_2385_949_80.jpg,8.503597e-09,3.1109728e-08,7.730679e-08,1.2892756e-05,0.999987,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_153_2378_1632_83.jpg,3.1825186e-06,2.4037772e-05,4.9127535e-05,0.0005364557,0.99938715,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_154_2421_2416_93.jpg,1.6650886e-10,5.281862e-09,6.8703714e-09,4.4104348e-07,0.9999995,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_155_2420_3312_95.jpg,6.8499273e-09,1.557398e-08,8.2090274e-08,1.2534888e-06,0.9999987,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_156_2409_1947_59.jpg,8.802599e-10,7.1988375e-09,1.6260564e-08,4.188195e-07,0.9999995,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_157_2408_3053_59.jpg,1.5609386e-08,3.6906e-09,6.38656e-07,1.4133653e-06,0.999998,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_158_2440_2721_100.jpg,5.0999097e-11,7.9690206e-11,2.3137159e-09,7.835374e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_159_2463_1344_107.jpg,7.6617596e-10,1.4198766e-08,6.6139045e-09,4.3608438e-07,0.9999995,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_15_337_1903_65.jpg,8.390411e-09,3.964746e-10,1.6233978e-08,2.4146553e-07,0.99999976,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_160_2458_2977_92.jpg,1.7612353e-11,3.232903e-10,2.3800042e-10,3.3167765e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_161_2513_190_107.jpg,4.745439e-09,1.5424855e-09,1.0241027e-09,1.4569385e-06,0.99999857,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_162_2502_3450_74.jpg,3.9545802e-07,1.0455435e-09,1.1762837e-08,4.2820378e-07,0.99999917,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_163_2529_883_79.jpg,3.5494384e-08,3.9736947e-09,7.888359e-09,2.6078587e-06,0.9999974,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_164_2550_3396_89.jpg,1.9558896e-11,9.6481455e-11,1.4021673e-10,1.8242542e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_165_2577_2663_121.jpg,4.9900327e-12,6.421913e-12,1.2219258e-11,5.3383564e-10,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_166_2591_2453_46.jpg,1.7256247e-07,6.611442e-08,6.463007e-08,1.2881086e-06,0.99999845,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_167_2641_1571_108.jpg,1.0165449e-10,7.5075224e-11,1.3392933e-09,8.819414e-09,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_168_2625_2829_59.jpg,1.321703e-08,2.7665868e-08,3.9459213e-08,1.5513538e-06,0.99999833,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_169_2623_311_65.jpg,1.1353189e-10,6.763507e-10,3.2487286e-09,1.3111226e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_16_369_2943_106.jpg,1.2810834e-09,3.6172199e-10,6.086092e-09,1.1941923e-05,0.9999881,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_170_2695_651_164.jpg,7.909317e-09,2.3029074e-08,2.1576286e-08,2.503029e-06,0.9999975,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_171_2647_854_71.jpg,6.362997e-06,1.4264091e-06,4.8818483e-06,0.00022618315,0.99976116,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_172_2658_1757_51.jpg,1.3030981e-06,5.813083e-07,3.200892e-07,1.497502e-05,0.99998283,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_173_2695_3475_81.jpg,2.2101169e-08,4.9744138e-08,1.8024666e-07,1.0119801e-06,0.9999987,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_174_2684_1285_64.jpg,3.9161225e-09,8.207034e-08,1.6745624e-07,1.6533975e-06,0.9999981,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_175_2696_2388_99.jpg,3.0799794e-07,6.831457e-08,3.7302012e-08,6.4048584e-07,0.9999989,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_176_2723_2490_69.jpg,1.9430213e-09,2.8367332e-08,1.3769822e-07,4.347387e-06,0.99999547,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_177_2756_1665_94.jpg,7.360755e-11,1.5538734e-10,5.841149e-10,1.943335e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_178_2821_3343_121.jpg,1.2105339e-10,9.1207736e-10,3.4728949e-09,9.541431e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_179_2886_1646_142.jpg,2.8782404e-10,1.9202676e-10,2.2970816e-09,2.3922357e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_17_356_332_77.jpg,5.1911964e-09,2.4120926e-08,3.3655013e-08,6.327719e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_180_2835_2856_157.jpg,4.9216286e-08,4.6402567e-07,1.2424586e-07,9.0581887e-07,0.99999845,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_181_2805_1116_100.jpg,7.1558444e-09,3.0745532e-08,6.9421844e-08,1.4829349e-06,0.99999845,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_182_2826_286_99.jpg,1.1633298e-08,3.5107046e-08,1.5292382e-08,3.2131766e-07,0.99999964,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_183_2817_3611_86.jpg,2.2888744e-09,2.0156957e-08,1.5362951e-07,1.0740714e-06,0.9999988,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_184_2839_641_75.jpg,0.00053635053,0.00013856203,9.21468e-05,0.0012441593,0.9979888,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_185_2862_1455_91.jpg,4.0106442e-12,5.131698e-12,1.6643495e-10,5.1549437e-10,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_186_2887_2299_93.jpg,1.037915e-12,1.5197036e-13,3.3610556e-12,1.4560306e-10,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_187_2944_2798_83.jpg,1.0664552e-08,3.4874634e-10,2.8592546e-09,1.4953967e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_188_2887_1216_80.jpg,2.0654173e-07,5.3330202e-09,2.2127153e-08,2.9534966e-05,0.9999702,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_189_2940_3141_72.jpg,9.570548e-10,3.5406533e-10,1.0598506e-08,6.395168e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_18_396_1054_65.jpg,2.9757787e-09,7.692892e-09,3.2140466e-08,4.7092467e-06,0.99999523,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_190_2946_702_83.jpg,3.6513308e-09,2.4600258e-08,2.0312186e-08,8.701138e-06,0.9999913,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_191_2928_1347_66.jpg,3.8753067e-09,7.644698e-10,4.8411202e-08,1.18459994e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_192_2950_1837_67.jpg,6.6986217e-10,9.317764e-10,1.7052278e-08,6.1755635e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_193_2992_2545_86.jpg,1.4854853e-09,2.1803226e-10,9.4733705e-09,1.1569943e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_194_3005_2692_98.jpg,1.5092323e-09,2.2145026e-09,2.4382865e-09,1.6837139e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_195_2988_90_62.jpg,0.40516394,5.3404263e-09,5.847837e-10,0.011266447,0.58356965,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_196_3009_3793_89.jpg,1.5588805e-08,8.286198e-09,4.7086548e-08,1.444316e-06,0.99999845,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_19_424_1389_88.jpg,8.394531e-07,3.8751096e-09,3.7521044e-09,6.029183e-07,0.99999857,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_1_139_1670_90.jpg,5.609211e-09,4.1929296e-10,9.73906e-10,6.46732e-08,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_20_437_2501_58.jpg,3.5903113e-08,2.8982292e-10,3.6192418e-09,9.645304e-07,0.99999905,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_21_453_3411_68.jpg,2.0830528e-09,2.1864471e-08,1.360418e-07,5.3973044e-06,0.9999944,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_22_495_165_74.jpg,4.169883e-13,2.592857e-12,2.8815731e-11,9.2031516e-10,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_23_550_2308_131.jpg,2.8502148e-10,4.802715e-11,3.3989658e-10,1.2324459e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_24_520_3895_54.jpg,1.896741e-09,4.504822e-09,2.156324e-08,6.6656816e-07,0.9999993,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_25_567_682_106.jpg,1.5064058e-08,1.5473435e-09,1.0887965e-08,2.1719136e-06,0.99999785,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_26_548_1442_82.jpg,5.6882573e-08,9.62863e-07,1.6358747e-06,0.00028630468,0.999711,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_27_539_431_72.jpg,2.6028897e-09,1.3213951e-08,4.703292e-09,1.0303119e-07,0.9999999,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_28_581_291_81.jpg,1.7582633e-07,6.132797e-08,8.172926e-08,1.7824485e-05,0.9999819,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_29_575_2192_83.jpg,1.302157e-08,9.781544e-09,2.882615e-08,4.5282894e-07,0.9999995,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_2_124_2612_58.jpg,9.906789e-08,6.4128926e-08,6.3261905e-07,1.8237977e-05,0.9999809,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_30_585_2928_78.jpg,5.21236e-10,3.2136513e-09,6.022498e-08,1.2012657e-06,0.9999987,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_31_613_1180_86.jpg,3.451994e-08,2.6866945e-07,3.0393383e-07,1.5020985e-05,0.9999844,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_32_594_3510_80.jpg,4.092052e-10,6.4442984e-10,2.750463e-09,1.822149e-07,0.99999976,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_33_653_3097_110.jpg,5.4156714e-11,2.997631e-11,2.650423e-09,2.1572952e-09,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_34_651_2454_80.jpg,2.964069e-07,3.988479e-06,0.001052693,8.332185e-05,0.99885976,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_35_654_443_85.jpg,5.048684e-10,1.2521087e-10,1.8551262e-10,2.5282648e-07,0.99999976,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_36_647_1495_67.jpg,2.1867325e-10,7.250592e-11,1.9050624e-10,3.1475647e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_37_682_1674_114.jpg,3.2966838e-11,4.685702e-11,1.02221065e-10,3.544482e-08,1.0,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_38_675_3699_77.jpg,2.0031463e-07,4.922582e-08,9.260556e-07,6.414239e-05,0.9999347,4
D:/jupyter-notebook/LiverCancer/Image_Nuclei/images/grade4/Image4-26.jpg\grade_4_26_39_733_2841_103.jpg,6.725302e-10,4.9820614e-09,1.1244758e-08,1.858885e-06,0.9999981,4
